time        position    velocity    acc         throttle    brake       thrust      drag        brake_force 
0.59        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.60        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.61        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.62        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.63        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.64        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.65        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.66        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.67        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.68        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.69        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.70        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.71        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.72        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.73        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.74        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.75        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.76        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.77        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.78        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.79        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.80        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.81        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.82        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.83        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.84        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.85        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.86        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.87        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.88        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.89        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.90        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.91        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.92        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.93        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.94        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.95        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.96        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.97        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.98        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
0.99        30.00       0.00        0.00        0.0000      0.00        0.00        0.00        0.00        
1.00        30.00       0.00        0.00        0.0010      0.00        0.00        0.00        0.00        
1.01        30.00       0.00        0.00        0.0010      0.00        520.00      0.00        0.00        
1.02        30.00       0.00        0.00        0.0030      0.00        1040.00     0.00        0.00        
1.03        30.00       0.00        0.00        0.0030      0.00        1560.00     0.00        0.00        
1.04        30.00       0.00        0.00        0.0040      0.00        1560.00     0.00        0.00        
1.05        30.00       0.00        0.00        0.0040      0.00        2080.00     0.00        0.00        
1.06        30.00       0.00        0.00        0.0050      0.00        2600.00     0.00        0.00        
1.07        30.00       0.00        0.00        0.0070      0.00        3120.00     0.00        0.00        
1.08        30.00       0.00        0.00        0.0080      0.00        3640.00     0.00        0.00        
1.09        30.00       0.00        0.00        0.0080      0.00        4160.00     0.00        0.00        
1.10        30.00       0.00        0.00        0.0090      0.00        4680.00     0.00        0.00        
1.11        30.00       0.00        0.00        0.0100      0.00        4680.00     0.00        0.00        
1.12        30.00       0.00        0.00        0.0100      0.00        5200.00     0.00        0.00        
1.13        30.00       0.00        0.00        0.0110      0.00        5720.00     0.00        0.00        
1.14        30.00       0.00        0.00        0.0130      0.00        6240.00     0.00        0.00        
1.15        30.00       0.00        0.00        0.0130      0.00        6760.00     0.00        0.00        
1.16        30.00       0.00        0.00        0.0140      0.00        6760.00     0.00        0.00        
1.17        30.00       0.00        0.00        0.0140      0.00        7280.00     0.00        0.00        
1.18        30.00       0.00        0.00        0.0150      0.00        7280.00     0.00        0.00        
1.19        30.00       0.00        0.00        0.0160      0.00        7800.00     0.00        0.00        
1.20        30.00       0.00        0.00        0.0160      0.00        8320.00     0.00        0.00        
1.21        30.00       0.00        0.00        0.0170      0.00        8840.00     0.00        0.00        
1.22        30.00       0.00        0.00        0.0180      0.00        8840.00     0.00        0.00        
1.23        30.00       0.00        0.00        0.0190      0.00        9360.00     0.00        0.00        
1.24        30.00       0.00        0.00        0.0190      0.00        9880.00     0.00        0.00        
1.25        30.00       0.00        0.00        0.0200      0.00        10400.00    0.00        0.00        
1.26        30.00       0.00        0.00        0.0220      0.00        10920.00    0.00        0.00        
1.27        30.00       0.00        0.00        0.0220      0.00        11440.00    0.00        0.00        
1.28        30.00       0.00        0.00        0.0230      0.00        11960.00    0.00        0.00        
1.29        30.00       0.00        0.00        0.0230      0.00        11960.00    0.00        0.00        
1.30        30.00       0.00        0.00        0.0240      0.00        12480.00    0.00        0.00        
1.31        30.00       0.00        0.00        0.0250      0.00        12480.00    0.00        0.00        
1.32        30.00       0.00        0.00        0.0250      0.00        13000.00    0.00        0.00        
1.33        30.00       0.00        0.00        0.0260      0.00        13520.00    0.00        0.00        
1.34        30.00       0.00        0.00        0.0270      0.00        14040.00    0.00        0.00        
1.35        30.00       0.00        0.00        0.0280      0.00        14560.00    0.00        0.00        
1.36        30.00       0.00        0.00        0.0290      0.00        14560.00    0.00        0.00        
1.37        30.00       0.00        0.00        0.0290      0.00        15080.00    0.00        0.00        
1.38        30.00       0.00        0.00        0.0290      0.00        15080.00    0.00        0.00        
1.39        30.00       0.00        0.00        0.0300      0.00        15600.00    0.00        0.00        
1.40        30.00       0.00        0.00        0.0310      0.00        16120.00    0.00        0.00        
1.41        30.00       0.00        0.00        0.0320      0.00        16120.00    0.00        0.00        
1.42        30.00       0.00        0.00        0.0320      0.00        16640.00    0.00        0.00        
1.43        30.00       0.00        0.00        0.0330      0.00        17160.00    0.00        0.00        
1.44        30.00       0.00        0.00        0.0340      0.00        17160.00    0.00        0.00        
1.45        30.00       0.00        0.00        0.0340      0.00        17680.00    0.00        0.00        
1.46        30.00       0.00        0.00        0.0350      0.00        18200.00    0.00        0.00        
1.47        30.00       0.00        0.01        0.0360      0.00        18720.00    0.00        0.00        
1.48        30.00       0.00        0.01        0.0370      0.00        19240.00    0.00        0.00        
1.49        30.00       0.00        0.02        0.0370      0.00        19240.00    0.00        0.00        
1.50        30.00       0.00        0.02        0.0380      0.00        19760.00    0.00        0.00        
1.51        30.00       0.00        0.03        0.0390      0.00        19760.00    0.00        0.00        
1.52        30.00       0.00        0.03        0.0390      0.00        20280.00    0.00        0.00        
1.53        30.00       0.00        0.04        0.0410      0.00        20800.00    0.00        0.00        
1.54        30.00       0.00        0.04        0.0410      0.00        21320.00    0.00        0.00        
1.55        30.00       0.00        0.05        0.0420      0.00        21840.00    0.00        0.00        
1.56        30.00       0.00        0.05        0.0430      0.00        21840.00    0.00        0.00        
1.57        30.00       0.00        0.06        0.0430      0.00        22360.00    0.00        0.00        
1.58        30.00       0.00        0.06        0.0440      0.00        22360.00    0.00        0.00        
1.59        30.00       0.00        0.06        0.0440      0.00        22880.00    0.00        0.00        
1.60        30.00       0.01        0.06        0.0450      0.00        23400.00    0.00        0.00        
1.61        30.00       0.01        0.08        0.0460      0.00        23920.00    0.00        0.00        
1.62        30.00       0.01        0.08        0.0470      0.00        23920.00    0.00        0.00        
1.63        30.00       0.01        0.08        0.0480      0.00        24440.00    0.00        0.00        
1.64        30.00       0.01        0.09        0.0480      0.00        24960.00    0.00        0.00        
1.65        30.00       0.01        0.09        0.0490      0.00        24960.00    0.00        0.00        
1.66        30.00       0.01        0.09        0.0490      0.00        25480.00    0.00        0.00        
1.67        30.00       0.01        0.09        0.0500      0.00        26000.00    0.00        0.00        
1.68        30.00       0.01        0.31        0.0510      0.00        26520.00    0.00        0.00        
1.69        30.00       0.02        0.32        0.0520      0.00        27040.00    0.00        0.00        
1.70        30.00       0.02        0.32        0.0530      0.00        27040.00    0.00        0.00        
1.71        30.00       0.03        0.32        0.0530      0.00        27560.00    0.00        0.00        
1.72        30.00       0.03        0.32        0.0540      0.00        27560.00    0.00        0.00        
1.73        30.00       0.03        0.33        0.0550      0.00        28080.00    0.00        0.00        
1.74        30.00       0.04        0.34        0.0550      0.00        28600.00    0.00        0.00        
1.75        30.00       0.04        0.34        0.0550      0.00        28600.00    0.00        0.00        
1.76        30.00       0.04        0.34        0.0570      0.00        29120.00    0.00        0.00        
1.77        30.00       0.04        0.34        0.0570      0.00        29640.00    0.00        0.00        
1.78        30.00       0.05        0.35        0.0590      0.00        30160.00    0.00        0.00        
1.79        30.00       0.05        0.36        0.0600      0.00        30680.00    0.00        0.00        
1.80        30.00       0.05        0.36        0.0600      0.00        31200.00    0.00        0.00        
1.81        30.01       0.06        0.37        0.0610      0.00        31720.00    0.00        0.00        
1.82        30.01       0.06        0.37        0.0620      0.00        32240.00    0.00        0.00        
1.83        30.01       0.07        0.39        0.0630      0.00        32760.00    0.00        0.00        
1.84        30.01       0.07        0.39        0.0640      0.00        32760.00    0.00        0.00        
1.85        30.01       0.08        0.39        0.0640      0.00        33280.00    0.00        0.00        
1.86        30.01       0.08        0.39        0.0640      0.00        33280.00    0.00        0.00        
1.87        30.01       0.08        0.39        0.0650      0.00        33800.00    0.00        0.00        
1.88        30.01       0.09        0.40        0.0660      0.00        34320.00    0.00        0.00        
1.89        30.01       0.09        0.40        0.0670      0.00        34320.00    0.01        0.00        
1.90        30.01       0.09        0.40        0.0670      0.00        34840.00    0.01        0.00        
1.91        30.01       0.10        0.42        0.0680      0.00        35360.00    0.01        0.00        
1.92        30.01       0.11        0.42        0.0690      0.00        35360.00    0.01        0.00        
1.93        30.02       0.11        0.42        0.0700      0.00        35880.00    0.01        0.00        
1.94        30.02       0.11        0.43        0.0700      0.00        36400.00    0.01        0.00        
1.95        30.02       0.12        0.43        0.0710      0.00        36400.00    0.01        0.00        
1.96        30.02       0.12        0.43        0.0720      0.00        36920.00    0.01        0.00        
1.97        30.02       0.12        0.43        0.0720      0.00        37440.00    0.01        0.00        
1.98        30.02       0.13        0.44        0.0720      0.00        37440.00    0.01        0.00        
1.99        30.02       0.14        0.45        0.0740      0.00        37960.00    0.01        0.00        
2.00        30.02       0.14        0.45        0.0740      0.00        38480.00    0.01        0.00        
2.01        30.03       0.14        0.45        0.0750      0.00        38480.00    0.01        0.00        
2.02        30.03       0.15        0.46        0.0760      0.00        39000.00    0.01        0.00        
2.03        30.03       0.15        0.46        0.0760      0.00        39520.00    0.01        0.00        
2.04        30.03       0.16        0.46        0.0770      0.00        39520.00    0.02        0.00        
2.05        30.03       0.16        0.47        0.0780      0.00        40040.00    0.02        0.00        
2.06        30.03       0.17        0.48        0.0780      0.00        40560.00    0.02        0.00        
2.07        30.04       0.17        0.48        0.0790      0.00        40560.00    0.02        0.00        
2.08        30.04       0.18        0.48        0.0800      0.00        41080.00    0.02        0.00        
2.09        30.04       0.18        0.49        0.0810      0.00        41600.00    0.02        0.00        
2.10        30.04       0.19        0.50        0.0820      0.00        42120.00    0.02        0.00        
2.11        30.04       0.19        0.50        0.0820      0.00        42640.00    0.02        0.00        
2.12        30.04       0.20        0.51        0.0840      0.00        43160.00    0.02        0.00        
2.13        30.04       0.20        0.51        0.0840      0.00        43680.00    0.03        0.00        
2.14        30.05       0.21        0.52        0.0850      0.00        44200.00    0.03        0.00        
2.15        30.05       0.21        0.52        0.0860      0.00        44200.00    0.03        0.00        
2.16        30.05       0.22        0.53        0.0870      0.00        44720.00    0.03        0.00        
2.17        30.05       0.22        0.53        0.0870      0.00        45240.00    0.03        0.00        
2.18        30.06       0.23        0.54        0.0890      0.00        45760.00    0.03        0.00        
2.19        30.06       0.23        0.54        0.0890      0.00        46280.00    0.03        0.00        
2.20        30.06       0.24        0.54        0.0900      0.00        46280.00    0.04        0.00        
2.21        30.06       0.25        0.55        0.0910      0.00        46800.00    0.04        0.00        
2.22        30.06       0.25        0.55        0.0910      0.00        47320.00    0.04        0.00        
2.23        30.07       0.25        0.56        0.0920      0.00        47840.00    0.04        0.00        
2.24        30.07       0.26        0.57        0.0930      0.00        48360.00    0.04        0.00        
2.25        30.07       0.26        0.57        0.0930      0.00        48360.00    0.04        0.00        
2.26        30.08       0.27        0.58        0.0940      0.00        48880.00    0.05        0.00        
2.27        30.08       0.28        0.58        0.0950      0.00        48880.00    0.05        0.00        
2.28        30.08       0.29        0.58        0.0960      0.00        49400.00    0.05        0.00        
2.29        30.08       0.29        0.58        0.0960      0.00        49920.00    0.05        0.00        
2.30        30.09       0.30        0.59        0.0980      0.00        50440.00    0.05        0.00        
2.31        30.09       0.30        0.60        0.0980      0.00        50960.00    0.06        0.00        
2.32        30.09       0.31        0.60        0.0990      0.00        50960.00    0.06        0.00        
2.33        30.09       0.31        0.60        0.0990      0.00        51480.00    0.06        0.00        
2.34        30.10       0.32        0.61        0.1000      0.00        52000.00    0.06        0.00        
2.35        30.10       0.32        0.61        0.1000      0.00        52000.00    0.07        0.00        
2.36        30.11       0.33        0.62        0.1010      0.00        52520.00    0.07        0.00        
2.37        30.11       0.34        0.62        0.1020      0.00        52520.00    0.07        0.00        
2.38        30.11       0.34        0.62        0.1020      0.00        53040.00    0.07        0.00        
2.39        30.12       0.35        0.63        0.1030      0.00        53560.00    0.08        0.00        
2.40        30.12       0.36        0.63        0.1040      0.00        53560.00    0.08        0.00        
2.41        30.12       0.36        0.64        0.1050      0.00        54080.00    0.08        0.00        
2.42        30.13       0.37        0.64        0.1060      0.00        54600.00    0.09        0.00        
2.43        30.13       0.38        0.65        0.1070      0.00        55120.00    0.09        0.00        
2.44        30.14       0.38        0.65        0.1080      0.00        55640.00    0.09        0.00        
2.45        30.14       0.38        0.65        0.1080      0.00        56160.00    0.10        0.00        
2.46        30.14       0.40        0.67        0.1100      0.00        56680.00    0.10        0.00        
2.47        30.14       0.40        0.67        0.1100      0.00        57200.00    0.10        0.00        
2.48        30.15       0.41        0.68        0.1120      0.00        57720.00    0.11        0.00        
2.49        30.15       0.41        0.68        0.1120      0.00        58240.00    0.11        0.00        
2.50        30.16       0.42        0.69        0.1130      0.00        58240.00    0.11        0.00        
2.51        30.16       0.42        0.69        0.1130      0.00        58760.00    0.12        0.00        
2.52        30.17       0.44        0.70        0.1140      0.00        59280.00    0.12        0.00        
2.53        30.17       0.45        0.70        0.1150      0.00        59280.00    0.12        0.00        
2.54        30.17       0.45        0.70        0.1150      0.00        59800.00    0.13        0.00        
2.55        30.18       0.46        0.70        0.1160      0.00        59800.00    0.13        0.00        
2.56        30.19       0.47        0.71        0.1170      0.00        60320.00    0.14        0.00        
2.57        30.19       0.47        0.72        0.1170      0.00        60840.00    0.14        0.00        
2.58        30.20       0.48        0.72        0.1180      0.00        60840.00    0.14        0.00        
2.59        30.20       0.48        0.72        0.1180      0.00        61360.00    0.15        0.00        
2.60        30.20       0.50        0.73        0.1190      0.00        61880.00    0.15        0.00        
2.61        30.21       0.50        0.73        0.1200      0.00        61880.00    0.16        0.00        
2.62        30.21       0.51        0.73        0.1210      0.00        62400.00    0.16        0.00        
2.63        30.22       0.52        0.74        0.1220      0.00        62920.00    0.17        0.00        
2.64        30.23       0.53        0.75        0.1230      0.00        63440.00    0.17        0.00        
2.65        30.23       0.53        0.75        0.1240      0.00        63960.00    0.18        0.00        
2.66        30.24       0.54        0.76        0.1250      0.00        64480.00    0.18        0.00        
2.67        30.24       0.55        0.76        0.1260      0.00        65000.00    0.19        0.00        
2.68        30.25       0.56        0.77        0.1270      0.00        65520.00    0.19        0.00        
2.69        30.25       0.56        0.77        0.1270      0.00        66040.00    0.20        0.00        
2.70        30.25       0.56        0.78        0.1280      0.00        66560.00    0.20        0.00        
2.71        30.26       0.58        0.78        0.1290      0.00        66560.00    0.21        0.00        
2.72        30.27       0.59        0.79        0.1300      0.00        67080.00    0.22        0.00        
2.73        30.28       0.60        0.80        0.1310      0.00        67600.00    0.22        0.00        
2.74        30.28       0.60        0.80        0.1310      0.00        68120.00    0.23        0.00        
2.75        30.29       0.61        0.81        0.1330      0.00        69160.00    0.24        0.00        
2.76        30.29       0.62        0.81        0.1330      0.00        69160.00    0.24        0.00        
2.77        30.29       0.62        0.81        0.1330      0.00        69160.00    0.25        0.00        
2.78        30.31       0.64        0.82        0.1340      0.00        69680.00    0.25        0.00        
2.79        30.31       0.64        0.82        0.1350      0.00        69680.00    0.26        0.00        
2.80        30.31       0.64        0.82        0.1350      0.00        70200.00    0.27        0.00        
2.81        30.32       0.65        0.83        0.1360      0.00        70720.00    0.27        0.00        
2.82        30.33       0.66        0.83        0.1370      0.00        71240.00    0.28        0.00        
2.83        30.33       0.67        0.84        0.1370      0.00        71240.00    0.29        0.00        
2.84        30.35       0.69        0.84        0.1390      0.00        71760.00    0.29        0.00        
2.85        30.35       0.69        0.84        0.1390      0.00        72280.00    0.30        0.00        
2.86        30.35       0.69        0.85        0.1400      0.00        72800.00    0.31        0.00        
2.87        30.36       0.70        0.86        0.1400      0.00        72800.00    0.32        0.00        
2.88        30.37       0.71        0.86        0.1410      0.00        73320.00    0.33        0.00        
2.89        30.37       0.72        0.86        0.1420      0.00        73840.00    0.33        0.00        
2.90        30.38       0.73        0.87        0.1420      0.00        73840.00    0.34        0.00        
2.91        30.39       0.74        0.87        0.1430      0.00        74360.00    0.35        0.00        
2.92        30.40       0.75        0.88        0.1450      0.00        74880.00    0.36        0.00        
2.93        30.40       0.75        0.88        0.1450      0.00        75400.00    0.37        0.00        
2.94        30.41       0.76        0.89        0.1460      0.00        75920.00    0.38        0.00        
2.95        30.42       0.77        0.89        0.1470      0.00        76440.00    0.38        0.00        
2.96        30.43       0.78        0.90        0.1480      0.00        76960.00    0.39        0.00        
2.97        30.44       0.80        0.91        0.1490      0.00        77480.00    0.40        0.00        
2.98        30.45       0.81        0.91        0.1500      0.00        78000.00    0.42        0.00        
2.99        30.46       0.82        0.92        0.1500      0.00        78000.00    0.43        0.00        
3.00        30.46       0.82        0.92        0.1500      0.00        78000.00    0.43        0.00        
3.01        30.47       0.84        0.92        0.1510      0.00        78520.00    0.44        0.00        
3.02        30.47       0.84        0.92        0.1510      0.00        78520.00    0.45        0.00        
3.03        30.48       0.85        0.92        0.1520      0.00        79040.00    0.46        0.00        
3.04        30.50       0.86        0.93        0.1530      0.00        79040.00    0.47        0.00        
3.05        30.50       0.86        0.93        0.1530      0.00        79560.00    0.48        0.00        
3.06        30.51       0.87        0.94        0.1540      0.00        80080.00    0.49        0.00        
3.07        30.53       0.89        0.95        0.1550      0.00        80600.00    0.50        0.00        
3.08        30.53       0.89        0.95        0.1550      0.00        80600.00    0.51        0.00        
3.09        30.54       0.91        0.95        0.1560      0.00        81120.00    0.52        0.00        
3.10        30.54       0.91        0.95        0.1560      0.00        81120.00    0.53        0.00        
3.11        30.56       0.93        0.96        0.1570      0.00        81640.00    0.55        0.00        
3.12        30.56       0.93        0.96        0.1570      0.00        81640.00    0.56        0.00        
3.13        30.57       0.94        0.96        0.1580      0.00        82160.00    0.57        0.00        
3.14        30.59       0.96        0.97        0.1600      0.00        82680.00    0.58        0.00        
3.15        30.59       0.96        0.97        0.1600      0.00        83200.00    0.59        0.00        
3.16        30.61       0.98        0.98        0.1610      0.00        83720.00    0.60        0.00        
3.17        30.61       0.98        0.98        0.1610      0.00        83720.00    0.62        0.00        
3.18        30.62       0.99        0.98        0.1620      0.00        84240.00    0.63        0.00        
3.19        30.63       1.00        0.99        0.1630      0.00        84760.00    0.64        0.00        
3.20        30.65       1.02        1.00        0.1650      0.00        85280.00    0.65        0.00        
3.21        30.66       1.03        1.01        0.1650      0.00        85800.00    0.67        0.00        
3.22        30.66       1.03        1.01        0.1650      0.00        85800.00    0.68        0.00        
3.23        30.68       1.05        1.02        0.1660      0.00        86320.00    0.69        0.00        
3.24        30.68       1.05        1.02        0.1660      0.00        86320.00    0.71        0.00        
3.25        30.69       1.06        1.02        0.1670      0.00        86840.00    0.72        0.00        
3.26        30.71       1.08        1.03        0.1690      0.00        87360.00    0.74        0.00        
3.27        30.72       1.09        1.03        0.1700      0.00        87880.00    0.75        0.00        
3.28        30.73       1.10        1.04        0.1700      0.00        88400.00    0.76        0.00        
3.29        30.74       1.11        1.04        0.1710      0.00        88400.00    0.78        0.00        
3.30        30.74       1.11        1.04        0.1710      0.00        88920.00    0.79        0.00        
3.31        30.76       1.12        1.05        0.1720      0.00        89440.00    0.81        0.00        
3.32        30.77       1.13        1.05        0.1720      0.00        89440.00    0.82        0.00        
3.33        30.79       1.15        1.06        0.1740      0.00        89960.00    0.84        0.00        
3.34        30.79       1.15        1.06        0.1740      0.00        90480.00    0.86        0.00        
3.35        30.80       1.16        1.06        0.1740      0.00        90480.00    0.87        0.00        
3.36        30.81       1.17        1.06        0.1750      0.00        91000.00    0.89        0.00        
3.37        30.84       1.20        1.07        0.1760      0.00        91520.00    0.92        0.00        
3.38        30.85       1.21        1.08        0.1760      0.00        91520.00    0.92        0.00        
3.39        30.86       1.22        1.08        0.1770      0.00        91520.00    0.94        0.00        
3.40        30.87       1.23        1.08        0.1780      0.00        92040.00    0.95        0.00        
3.41        30.87       1.23        1.08        0.1780      0.00        92560.00    0.97        0.00        
3.42        30.90       1.25        1.10        0.1790      0.00        93080.00    0.99        0.00        
3.43        30.91       1.26        1.10        0.1800      0.00        93080.00    1.01        0.00        
3.44        30.91       1.26        1.10        0.1800      0.00        93600.00    1.02        0.00        
3.45        30.92       1.27        1.10        0.1810      0.00        94120.00    1.04        0.00        
3.46        30.95       1.29        1.11        0.1820      0.00        94640.00    1.06        0.00        
3.47        30.96       1.31        1.11        0.1830      0.00        94640.00    1.08        0.00        
3.48        30.96       1.31        1.11        0.1830      0.00        95160.00    1.10        0.00        
3.49        30.97       1.32        1.12        0.1840      0.00        95680.00    1.11        0.00        
3.50        31.00       1.34        1.13        0.1860      0.00        96200.00    1.13        0.00        
3.51        31.01       1.35        1.14        0.1860      0.00        96720.00    1.15        0.00        
3.52        31.01       1.35        1.14        0.1860      0.00        96720.00    1.17        0.00        
3.53        31.04       1.37        1.14        0.1870      0.00        97240.00    1.19        0.00        
3.54        31.05       1.38        1.14        0.1880      0.00        97760.00    1.23        0.00        
3.55        31.07       1.40        1.15        0.1880      0.00        97760.00    1.23        0.00        
3.56        31.07       1.40        1.15        0.1880      0.00        97760.00    1.25        0.00        
3.57        31.08       1.41        1.15        0.1890      0.00        98280.00    1.27        0.00        
3.58        31.11       1.43        1.16        0.1900      0.00        98280.00    1.30        0.00        
3.59        31.12       1.44        1.16        0.1910      0.00        98800.00    1.32        0.00        
